"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"BECAS ACADÉMICAS ESCUDO ESCOLAR DARE VISTA EL CERRO GRANDE ",,Educación,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Becas Academicas: Programa de apoyo económico para estudiantes del Municipio de Chihuahua, con la finalidad de disminuir la deserción escolar y reconocer a los estudiantes de excelencia académica. DARE: Significa Educación para Resistir el Abuso de Drogas, es un programa que busca la prevención de adicciones y se imparte en escuelas primarias y secundarias. La orientación contempla también componentes como la autoestima y la tolerancia, y brinda información sobre las consecuencias de las adicciones.",20000.00,"CS/02/JBM/DA ","UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-03-01,2018-03-31,Ambos,"Ciudad de Chihuahua","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria * Sin educación",18-35,"AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2018-278-1-187-46,2018-278-1-187-46,2018-278-1-187-46,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"PAGO  PREDIAL",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Incrementar la recaudación de impuestos para mayor solvencia económica.",10000.00,CCS001-DAS/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-02-28,,,,,,2018-279-1-187-46,2018-279-1-187-46,2018-279-1-187-46,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PREDIAL DE  ENERO/ CIUDAD MÁS LIMPIA /BECAS ACADEMICAS ",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Predial: Descuento ofrecido del 12% para beneficiar al contribuyente con descuentos y aumentar la recaudación. Becas Academicas: Programa de apoyo económico para estudiantes del Municipio de Chihuahua, con la finalidad de disminuir la deserción escolar y reconocer a los estudiantes de excelencia académica. Tiene como objetivo consolidar a Chihuahua como una ciudad limpia con la acción del gobierno y la participación ciudadana.",238844.00,CS/001.2018/RAM/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-03-30,,,,,,2018-282-1-188-78,2018-282-1-188-78,2018-282-1-188-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Pago del Predial",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Descuento del 8% ofrecido para beneficiar al contribuyente.",71760.00,CCS001-DGI/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-30,,,,,,2018-335-1-60-74,2018-335-1-60-74,2018-335-1-60-74,Chihuahua,2020-07-28,2020-07-28,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"BECAS DE TRANSPORTE , PREDIAL, PREVIO AVISO DE LA CIERRES DE HOMERO,  EXPO-VOCACIÓN ",,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,67280.00,"CS/03/PRCH/DA ","UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-02-01,2018-02-28,,,,,,2018-281-1-188-78,2018-281-1-188-78,2018-281-1-188-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"BECAS DE TRANSPORTE , PREDIAL, PREVIO AVISO DE LA CIERRES DE HOMERO,  EXPO-VOCACIÓN ",,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,155904.00,"CS/03/PRCH/DA ","UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-02-01,2018-02-28,,,,,,2018-281-1-188-78,2018-281-1-188-78,2018-281-1-188-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"TARJETA/B. EXCELENCIA B. TRANSPORTE/ PREDIAL /MARCA EL CAMBIO",,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Tarjeta: Programa que tiene por objetivo incrementar el poder adquisitivo de la mujer, mejorando la economía familiar y la local con las empresas que se adhieran al mismo. Los beneficios de esta tarjeta son descuentos en la compra de alimentos, vestido, salud, artículos del hogar, centros recreativos, entre otros bienes y servicios que serán aplicados directamente en las sucursales participantes. Becas Academicas Rural: Consiste en apoyar a los estudiantes de la zona rural para elevar la calidad educativa y así evitar el rezago escolar con 1578 beneficiarios de los diferentes niveles y las 65 comunidades, desde preescolar hasta superior con un monto de 4,791,500.00 pesos. Marca el Cambio: Aplicación móvil del Gobierno Municipal en el cual, el usuario reporta fallas en luminarias o baches, pavimentación, basura, entre otras cosas. Cuenta con un botón de emergencia que se enlaza la DSPM. Predial: Incrementar la recaudación de impuestos para mayor solvencia económica. Becas de Transporte: Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar.",143520.00,CCS002-DIS/2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-01-31,2018-02-04,,,,,,2018-336-1-60-74,2018-336-1-60-74,2018-336-1-60-74,Chihuahua,2020-07-28,2020-07-28,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"VEHÍCULOS ESPECIALES DSPM/ DISTRIBUIDOR HOMERO/  GRUTAS / UACH C. COMUNITARIOS/ DRENAJE",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Vehículos especiales: para el procesamiento de la escena del crimen, son un instrumento para brindar seguridad y certeza en el actuar del primer respondiente, para preservar y procesar el lugar de la intervención hasta el arribo de la autoridad investigadora.           - Black Mamba, es utilizado para tareas estratégicas por su utilidad en el traslado de detenidos de alta peligrosidad, así como de armamento. Además es una unidad de reacción rápida que puede usarse como punta de convoy, centro de mando en incidentes de rescate de rehenes (debido a que cuenta con acero balístico de alta calidad) y podrá utilizarse en situaciones de desastre por su fácil acceso a terrenos complicados. Distribuidor Homero: El Distribuidor Vial de Avenida Tecnológico y Avenida Homero, consta en la construcción de cuatro gazas o rampas de conexión que en conjunto formarán un ?trébol? y permitirá la incorporación entre Avenida Homero y Avenida Tecnológico de manera continua desahogando el aforo vehicular de manera efectiva al mismo tiempo que dará su tiempo y espacio al peatón. Con la finalizad de disminuir el tiempo que se permanece en tráfico vehicular de esa zona. UACh C Comunicatrios: Brindar atención médica en 40 centros comunitarios del DIF Municipal a bajo costo. A través de la firma de un convenio entre el Gobierno Municipal y la UACH se abrieron cuarenta plazas para que los médicos pasantes realicen su servicio social en el municipio, atendiendo a vecinos y usuarios de Centros comunitarios, tratando tambien temas y programas de salud preventiva.",20000.00,CCS006-DPR/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-25,2018-03-25,,,,,,2018-337-1-60-74,2018-337-1-60-74,2018-337-1-60-74,Chihuahua,2020-07-28,2020-07-28,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Activate Chihuahua",,Salud,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Programa de Salud que tiene el objetivo inculcar en la población una cultura de salud preventiva, brindando herramientas como: circuitos de salud, activaciónes físicas, consultas nutricionales, talleres de nutrición infantil, pláticas emocionales y pláticas de alimentación. Se emplea en Centros Comunitarios del DIF, empresas y escuelas.",89700.00,CCS023-CCMM/2022,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-03-01,2018-03-30,,,,,,2018-337-1-60-74,2018-337-1-60-74,2018-337-1-60-74,Chihuahua,2020-07-28,2020-07-28,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas," VEHICULOS  ESPECIALES  ",,"Seguridad pública y justicia","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Vehículos especiales para el procesamiento de la escena del crimen, son un instrumento para brindar seguridad y certeza en el actuar del primer respondiente, para preservar y procesar el lugar de la intervención hasta el arribo de la autoridad investigadora. Black Mamba, es utilizado para tareas estratégicas por su utilidad en el traslado de detenidos de alta peligrosidad, así como de armamento. Además es una unidad de reacción rápida que puede usarse como punta de convoy, centro de mando en incidentes de rescate de rehenes (debido a que cuenta con acero balístico de alta calidad) y podrá utilizarse en situaciones de desastre por su fácil acceso a terrenos complicados.",24000.00,CCS014-CCMM/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-03-01,2018-03-30,,,,,,2018-230-1-83-65,2018-230-1-83-65,2018-230-1-83-65,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Predial de Febrero/ Becas de Transporte",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Predial: Descuento del 8% ofrecido para beneficiar al contribuyente. Becas Transporte: Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar.",41664.00,CS/06.2018/NLC/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-01,2018-03-30,,,,,,2018-234-1-84-62,2018-234-1-84-62,2018-234-1-84-62,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Becas Transporte",,"Desarrollo social y humano","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar.",24000.00,"CS/04/2018/CC/DA ","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-01,2018-02-28,,,,,,2018-231-1-83-65,2018-231-1-83-65,2018-231-1-83-65,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"VEHICULOS  ESPECIALES  DSPM/  DISTRIBUIDOR  HOMERO ",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Vehículos especiales para el procesamiento de la escena del crimen, son un instrumento para brindar seguridad y certeza en el actuar del primer respondiente, para preservar y procesar el lugar de la intervención hasta el arribo de la autoridad investigadora. Black Mamba, es utilizado para tareas estratégicas por su utilidad en el traslado de detenidos de alta peligrosidad, así como de armamento. Además es una unidad de reacción rápida que puede usarse como punta de convoy, centro de mando en incidentes de rescate de rehenes (debido a que cuenta con acero balístico de alta calidad) y podrá utilizarse en situaciones de desastre por su fácil acceso a terrenos complicados. Distribuidor Homero: El Distribuidor Vial de Avenida Tecnológico y Avenida Homero, consta en la construcción de 4 gazas o rampas de conexión que en conjunto formarán un ?trébol? y permitirá la incorporación entre Avenida Homero y Avenida Tecnológico de manera continua desahogando el aforo vehicular de manera efectiva al mismo tiempo que dará su tiempo y espacio al peatón. Con la finalizad de disminuir el tiempo que se permanece en tráfico vehicular de esa zona.",41664.00," CCS004-DAS/2018","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-30,,,,,,2018-233-1-84-62,2018-233-1-84-62,2018-233-1-84-62,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Fiesta de Luz",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Crear conciencia social de una ciudad diversa abierta a las expresiones artísticas y sociales en los espacios públicos en afán de recuperarlos, valorar su riqueza cultural y brindar una alternativa de esparcimiento cultural de carácter familiar y al mismo tiempo incentivar el desarrollo turístico y económico de la ciudad.",126486.40,CCS024-CCMM/2023,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-03-01,2018-03-30,,,,,,2018-280-1-188-78,2018-280-1-188-78,2018-280-1-188-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Aldama 1",,"Vialidad y transporte","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Permitir una rápida integración del aforo vehicular constituido por vehículos particulares y trasporte comercial pesado de esta carretera hacia la vialidad Sacramento, uniendo a los municipios de Chihuahua y Aldama de un amanera más armoniosa, es sus dos fases, además de beneficiar a los habitantes de los fraccionamientos que se encuentran en esa zona.",111360.00,CS/14.2018/AR/DA,"Unidad Administrativa  de Comunicación Social ",Municipal,"Municipio de Chihuahua",2018-03-10,2018-03-23,,,,,,2018-280-1-188-78,2018-280-1-188-78,2018-280-1-188-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"PREDIAL  DE ENERO 2018",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Descuento ofrecido del 12% para beneficiar al contribuyente con descuentos y aumentar la recaudación.",17857.14,CS/02/RSE/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-31,,,,,,2018-283-1-189-57,2018-283-1-189-57,2018-283-1-189-57,Chihuahua,2020-07-27,2020-07-27,
