#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
126,AD185/19,"Adjudicación directa","Plataforma en Difusión, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad radiofónica.","Servicio de publicidad en radio a través de la programación de ""Super 92.5 F.M."", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-03-15,2019-03-15,2019-06-30,100000.00,0.00,100000.00,99668.66,AD_185-19.PDF,Activo
127,AD193/19,"Adjudicación directa","Televisora de Occidente, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad televisión.","Servicio de publicidad en televisión a través de la programación de ""Televisa"", via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,3339964.00,0.00,3339964.00,3339964.00,AD_193-19.PDF,Activo
128,AD194/19,"Adjudicación directa","Unidad Corporativa de Televisión, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad televisión.","Servicio de publicidad en televisión a través de la programación del canal 6.4, via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,2112000.00,0.00,2112000.00,1413750.00,AD_194-19.PDF,Activo
129,AD195/19,"Adjudicación directa","NOTICIERO CHIHUAHUA DIGITAL",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad televisión.","Servicio de publicidad en televisión a través del programa ""Noticiero Chihuahua Digital"", via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,334200.00,0.00,334200.00,334200.00,AD_195-19.PDF,Activo
130,AD077/19,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elpueblo.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-20,180000.00,0.00,180000.00,180000.00,AD_077-19.PDF,Activo
131,AD078/19,"Adjudicación directa","Enconcreto, CIDECH, y FINGUACH",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revistas ""Enconcreto"", ""CIDECH"", y ""FINGUACH"" , para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,64220.00,0.00,64220.00,64220.00,,Activo
132,AD079/19,"Adjudicación directa","Radio Juarense, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Radio net Juarense"", para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,120000.00,0.00,120000.00,120000.00,AD_079-19.PDF,Activo
133,AD080/19,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,169000.00,0.00,169000.00,168999.99,AD_080-19.PDF,Activo
134,AD081/19,"Adjudicación directa",www.circulorojo.com.mx,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elcirculorojo.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,180000.00,0.00,180000.00,180000.00,AD_081-19.PDF,Activo
135,AD082/19,"Adjudicación directa",WWW.ADRIANARUIZ.COM.MX,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.adrianaruiz.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,120000.00,0.00,120000.00,119999.91,AD_082-19.PDF,Activo
136,AD083/19,"Adjudicación directa",elresumen.net,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elresumen.net, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,48000.00,0.00,48000.00,48000.00,AD_083-19.PDF,Activo
137,AD084/19,"Adjudicación directa",WWW.PAUSA.MX,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.pausa.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,57600.00,0.00,57600.00,57500.00,AD_084-19.PDF,Activo
138,AD085/19,"Adjudicación directa","Imprenta Siglo XXV, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.tiempo.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,2338672.00,0.00,2338672.00,2330500.00,AD_085-19.PDF,Activo
139,AD086/19,"Adjudicación directa","Tv Azteca, S.A.B. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad en televisión.","Servicio de publicidad en televisión a través de la programación del ""Tv Azteca"", via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,1600000.00,0.00,1600000.00,1598190.00,AD_086-19.PDF,Activo
140,AD087/19,"Adjudicación directa","NOTICIERO CHIHUAHUA DIGITAL",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad en televisión.","Servicio de publicidad en televisión a través del programa ""Noticiero Chihuahua Digital"", via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,225000.00,0.00,225000.00,223099.32,AD_087-19.PDF,Activo
141,AD088/19,"Adjudicación directa",www.noticiaschihuahua.mx,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.noticiaschihuahua.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,240000.00,0.00,240000.00,240000.00,AD_088-19.PDF,Activo
142,AD089/19,"Adjudicación directa","Omnia Comunicaciones, S. de R.L. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.omnia.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,140000.00,0.00,140000.00,140000.00,AD_089-19.PDF,Activo
143,AD090/19,"Adjudicación directa",alinstante.com.mx,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elinstante.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,190240.00,0.00,190240.00,190000.00,AD_090-19.PDF,Activo
144,AD091/19,"Adjudicación directa",www.todoespolitica.com.mx,2019,enero-marzo,Chihuahua,Chihuahua," 
Publicidad medios digitales.
 
","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.todoespolitica.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I, No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,255200.00,0.00,255200.00,253999.99,AD_091-19.PDF,Activo
145,AD092/19,"Adjudicación directa",alcontacto.com.mx,2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.alcontacto.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,160000.00,0.00,160000.00,160000.00,AD_092-19.PDF,Activo
146,AD093/19,"Adjudicación directa","La Ventana del Juicio.mx",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad en televisión.","Servicio de publicidad en televisión a través del programa ""La ventana del juicio"", via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,111150.00,0.00,111150.00,110880.00,AD_093-19.PDF,Activo
147,AD094/19,"Adjudicación directa","SUEÑOS y REALIDADES",2019,enero-marzo,Chihuahua,Chihuahua,"Publicidad radiofonica.","Servicio de publicidad en radio a través del Programa ""Sueños y Realidades"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-03-15,2019-03-15,2019-06-30,44000.00,0.00,44000.00,43680.00,AD_094-19.PDF,Activo
