"ID Respecto al contrato y los montos (Factura-Orden de compra-Contrato-Proveedor)","Fecha de Firma Del Contrato","Número O Referencia de Identificación Del Contrato","Objeto Del Contrato","Hipervínculo Al Contrato Firmado","Hipervínculo Al Convenio Modificatorio, en su Caso","Monto Total Del Contrato","Monto Pagado Al Periodo Publicado","Fecha de Inicio de Los Servicios Contratados","Fecha de Término de Los Servicios Contratados","Número de Factura","Hipervínculo a La Factura"
304-1-264-71,2018-10-01,AD353/18,"Spot en televisión ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD353-18.PDF,,1355750.00,1355750.00,2018-10-01,2018-12-31,62,https://www.sindicatura.mx/publicidad-abierta/data/facturas/146_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF
305-1-265-70,2018-10-01,AD354/18,"Spot en televisión ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD354-18.PDF,,998500.00,998500.00,2018-10-01,2018-12-31,"EH 5996",https://www.sindicatura.mx/publicidad-abierta/data/facturas/147_TV_AZTECA.PDF
306-1-195-38,2018-08-13,AD247-2018,"Producción cinematografica",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD247-18.PDF,,160660.00,160660.00,2018-08-13,2018-09-03,-6,
307-1-195-38,2018-08-13,AD247-2018,"Producción cinematografica ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD247-18.PDF,,160660.00,160660.00,2018-08-13,2018-09-03,-7,https://www.sindicatura.mx/publicidad-abierta/data/facturas/149_JESUS_ANTONIO_PEREZ_RODRIGUEZ.PDF
308-1-99-43,2018-01-01,AD064/18,"SPOT EN RADIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD064-18.PDF,,246184.57,246184.57,2018-01-01,2018-06-30,"CCH 1985",https://www.sindicatura.mx/publicidad-abierta/data/facturas/150_COMUNICACIONES_CHIHUA.PDF
309-1-99-43,2018-01-01,AD064/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD064-18.PDF,,235146.85,235146.85,2018-01-01,2018-06-30,"CCH 1984",https://www.sindicatura.mx/publicidad-abierta/data/facturas/151_COMUNICACIONES_CHIHUA.PDF
31-1-110-15,2019-03-15,AD110/19,"Spot en radio  de campañas en antena
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_110-19.PDF,,273263.52,273263.52,2019-03-15,2019-06-30,"A 2239",https://www.sindicatura.mx/publicidad-abierta/data/facturas/69-RADIO_IMPULSORA_X.E.E._S.A..PDF
310-1-99-43,2018-01-01,AD064/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD064-18.PDF,,183559.20,183559.20,2018-01-01,2018-06-30,"CCH 1983",https://www.sindicatura.mx/publicidad-abierta/data/facturas/152_COMUNICACIONES_CHIHUA.PDF
311-1-93-27,2018-01-01,AD057/18,"Banner con link a la página de municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD057-18.PDF,,41666.64,41666.64,2018-01-01,2018-06-30,025,https://www.sindicatura.mx/publicidad-abierta/data/facturas/53_AURORA_MONTERDE_FERNANDEZ.PDF
312-1-93-27,2018-01-01,AD057/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD057-18.PDF,,41666.67,41666.67,2018-01-01,2018-06-30,23,https://www.sindicatura.mx/publicidad-abierta/data/facturas/54_AURORA_MONTERDE_FERNANDEZ.PDF
313-1-93-27,2018-01-01,AD057/18,"Banner con link a la página de municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD057-18.PDF,,41666.67,41666.67,2018-01-01,2018-06-30,024,https://www.sindicatura.mx/publicidad-abierta/data/facturas/55_AURORA_MONTERDE_FERNANDEZ.PDF
314-1-72-47,2018-01-01,AD058/18,"PRENSA ESCRITA EN LA REVISTA YO SOY EMPRESARIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD058-18.PDF,,95000.00,95000.00,2018-01-01,2018-06-30,1665,https://www.sindicatura.mx/publicidad-abierta/data/facturas/56_EDITORIAL_E_IMAGEN_PUBLICA.PDF
315-1-72-47,2018-01-01,AD058/18,"PRENSA ESCRITA EN LA REVISTA YO SOY EMPRESARIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD058-18.PDF,,98600.00,98600.00,2018-01-01,2018-06-30,1664,https://www.sindicatura.mx/publicidad-abierta/data/facturas/57_EDITORIAL_E_IMAGEN_PUBLICA.PDF
316-1-72-47,2018-01-01,AD058/18,"PRENSA ESCRITA EN LA REVISTA YO SOY EMPRESARIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD058-18.PDF,,58483.33,58483.33,2018-01-01,2018-06-30,1667,https://www.sindicatura.mx/publicidad-abierta/data/facturas/58_EDITORIAL_E_IMAGEN_PUBLICA.PDF
316-1-72-47,2018-01-01,AD058/18,"PRENSA ESCRITA EN LA REVISTA YO SOY EMPRESARIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD058-18.PDF,,98600.00,98600.00,2018-01-01,2018-06-30,1667,https://www.sindicatura.mx/publicidad-abierta/data/facturas/58_EDITORIAL_E_IMAGEN_PUBLICA.PDF
317-1-95-14,2018-01-01,AD060/18,"CARTELERA EN FORMATO  DOBLE 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD060-18.PDF,,74999.97,74999.97,2018-01-01,2018-06-30,134,https://www.sindicatura.mx/publicidad-abierta/data/facturas/59_AA_PRINT.PDF
318-1-95-14,2018-01-01,AD060/18,"CARTELERA EN FORMATO  DOBLE 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD060-18.PDF,,99999.96,99999.96,2018-01-01,2018-06-30,133,https://www.sindicatura.mx/publicidad-abierta/data/facturas/60_AA_PRINT.PDF
319-1-95-14,2018-01-01,AD060/18,"CARTELERA EN FORMATO  DOBLE 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD060-18.PDF,,175000.00,175000.00,2018-01-01,2018-06-30,132,https://www.sindicatura.mx/publicidad-abierta/data/facturas/61_AA_PRINT.PDF
32-1-111-27,2019-03-15,AD113/19,"Servicio de publicidad en medio infromativo digital lajiribilla.com.mx
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_113-19.PDF,,40000.00,40000.00,2019-03-15,2019-06-30,6,https://www.sindicatura.mx/publicidad-abierta/data/facturas/70-AURORA_MONTERDE_FERNANDEZ.PDF
320-1-97-44,2018-01-01,AD062/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD062-18.PDF,,391200.00,391200.00,2018-01-01,2018-06-30,188,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6e2eac78de7_62_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF
321-1-97-44,2018-01-01,AD062/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD062-18.PDF,,100400.00,100400.00,2018-01-01,2018-06-30,187,https://www.sindicatura.mx/publicidad-abierta/data/facturas/63_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF
322-1-98-55,2018-01-01,AD063/18,"SPOT  EN RADIO 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD063-18.PDF,,282176.47,282176.47,2018-01-01,2018-06-30,"RL 7449",https://www.sindicatura.mx/publicidad-abierta/data/facturas/64_RADIO_LOBO.PDF
323-1-98-55,2018-01-01,AD063/18,"SPOT  EN RADIO 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD063-18.PDF,,302331.80,302331.80,2018-01-01,2018-06-30,"RL 7448",https://www.sindicatura.mx/publicidad-abierta/data/facturas/65_RADIO_LOBO.PDF
324-1-98-55,2018-01-01,AD063/18,"SPOT  EN RADIO 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD063-18.PDF,,230348.80,230348.80,2018-01-01,2018-06-30,"RL 7447",https://www.sindicatura.mx/publicidad-abierta/data/facturas/66_RADIO_LOBO.PDF
325-1-100-15,2018-01-01,AD065/18,"SPOT  EN RADIO 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD065-18.PDF,,142227.60,142227.60,2018-01-01,2018-06-30,1988,https://www.sindicatura.mx/publicidad-abierta/data/facturas/67_RADIO_IMPULSORA_X.E.E.PDF
326-1-100-15,2018-01-01,AD065/18,"SPOT  EN RADIO 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD065-18.PDF,,251812.80,251812.80,2018-01-01,2018-06-30,1990,https://www.sindicatura.mx/publicidad-abierta/data/facturas/68_RADIO_IMPULSORA_X.E.E.PDF
327-1-100-15,2018-01-01,AD065/18,"SPOT  EN RADIO 
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD065-18.PDF,,128238.00,128238.00,2018-01-01,2018-06-30,1989,https://www.sindicatura.mx/publicidad-abierta/data/facturas/69_RADIO_IMPULSORA_X.E.E.PDF
327-1-100-15,2018-01-01,AD065/18,"SPOT  EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD065-18.PDF,,102590.40,102590.40,2018-01-01,2018-06-30,1989,https://www.sindicatura.mx/publicidad-abierta/data/facturas/69_RADIO_IMPULSORA_X.E.E.PDF
328-1-101-54,2018-01-01,AD066/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD066-18.PDF,,155904.00,155904.00,2018-01-01,2018-06-30,"12707 CHI",https://www.sindicatura.mx/publicidad-abierta/data/facturas/70_NUEVA_ERA_RADIO_DE_CHIHUAHUA.PDF
329-1-101-54,2018-01-01,AD066/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD066-18.PDF,,213718.40,213718.40,2018-01-01,2018-06-30,"12709 CHI",https://www.sindicatura.mx/publicidad-abierta/data/facturas/71_NUEVA_ERA_RADIO_DE_CHIHUAHUA.PDF
33-1-111-27,2019-03-15,AD113/19,"Servicio de publicidad en medio infromativo digital lajiribilla.com.mx
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_113-19.PDF,,80000.00,80000.00,2019-03-15,2019-06-30,3,https://www.sindicatura.mx/publicidad-abierta/data/facturas/71-AURORA_MONTERDE_FERNANDEZ.PDF
330-1-101-54,2018-01-01,AD066/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD066-18.PDF,,180264.00,180264.00,2018-01-01,2018-06-30,"12708 CHI",https://www.sindicatura.mx/publicidad-abierta/data/facturas/72_NUEVA_ERA_RADIO_DE_CHIHUAHUA.PDF
331-1-102-17,2018-01-01,AD067/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD067-18.PDF,,74990.00,74990.00,2018-01-01,2018-06-30,-335,https://www.sindicatura.mx/publicidad-abierta/data/facturas/73_ESPECIALISTAS_EN_COMUNICACION_INTEGRAL.PDF
332-1-102-17,2018-01-01,AD067/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD067-18.PDF,,46800.00,46800.00,2018-01-01,2018-06-30,-334,https://www.sindicatura.mx/publicidad-abierta/data/facturas/74_ESPECIALISTAS_EN_COMUNICACION_INTEGRAL.PDF
333-1-104-21,2018-01-01,AD069/18,"Insercciones editoriales ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD069-18.PDF,,30000.00,30000.00,2018-01-01,2018-06-30,231,https://www.sindicatura.mx/publicidad-abierta/data/facturas/75_EXPRESEDITORES.PDF
335-1-60-74,2018-01-01,AD037/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f081c521ebf4_AD037-18.PDF,,71760.00,71760.00,2018-01-01,2018-06-30,234,https://www.sindicatura.mx/publicidad-abierta/data/facturas/10_REFERENTE.PDF
336-1-60-74,2018-01-01,AD037/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f081c521ebf4_AD037-18.PDF,,143520.00,143520.00,2018-01-01,2018-06-30,-235,https://www.sindicatura.mx/publicidad-abierta/data/facturas/11_REFERENTE.PDF
337-1-60-74,2018-01-01,AD037/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f081c521ebf4_AD037-18.PDF,,109700.00,109700.00,2018-01-01,2018-06-30,-236,https://www.sindicatura.mx/publicidad-abierta/data/facturas/12_REFERENTE.PDF
338-1-241-41,2018-10-01,AD324/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_324-18_-_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,175392.00,175392.00,2018-10-01,2018-12-31,-337,https://www.sindicatura.mx/publicidad-abierta/data/facturas/136_JUAN_ENRIQUE.PDF
338-1-241-41,2018-10-01,AD324/18,"Spot en radio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_324-18_-_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,53940.00,53940.00,2018-10-01,2018-12-31,-337,https://www.sindicatura.mx/publicidad-abierta/data/facturas/136_JUAN_ENRIQUE.PDF
339-1-241-41,2018-10-01,AD324/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_324-18_-_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,224924.00,224924.00,2018-10-01,2018-12-31,338,https://www.sindicatura.mx/publicidad-abierta/data/facturas/137_JUAN_ENRIQUE.PDF
34-1-114-56,2019-03-15,AD116/19,"Spot en radio  de campañas en palabra propia
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_116-19.PDF,,50049.23,50049.23,2019-03-15,2019-06-30,313,https://www.sindicatura.mx/publicidad-abierta/data/facturas/72-NUEVA_LINEA_COMUNICACION_S.C..PDF
340-1-103-51,2018-01-01,"AD 068/18","1 Plana Full Color ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD068-18.PDF,,23333.33,23333.33,2018-01-01,2018-06-30,367,https://www.sindicatura.mx/publicidad-abierta/data/facturas/153_154_Y_155_MERBOCA-1.PDF
341-1-103-51,2018-01-01,"AD 068/18","1 Plana Full Color ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD068-18.PDF,,23333.33,23333.33,2018-01-01,2018-06-30,365,https://www.sindicatura.mx/publicidad-abierta/data/facturas/153_154_Y_155_MERBOCA-2.PDF
342-1-103-51,2018-01-01,"AD 068/18","1 Plana Full Color ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD068-18.PDF,,23333.33,23333.33,2018-01-01,2018-06-30,366,https://www.sindicatura.mx/publicidad-abierta/data/facturas/153_154_Y_155_MERBOCA-3.PDF
343-1-286-96,2020-05-07,AD116/2020,"


SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.SDPNOTICIAS.COM  , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD116-2020_PERIODICO_DIGITAL_SENDERO_SAPI_DE_CV.PDF,,320000.00,320000.00,2020-04-23,2020-06-30,S2917,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD116-2020_PERIODICODIGSENDERO.PDF
344-1-287-63,2020-05-07,AD117/2020,"


SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.ELPUNTERO.COM.MX  , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD117-2020_XOCHITL_GARCIA_GOMEZ.PDF,,120600.00,120600.00,2020-04-23,2020-06-30,D3F1,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD117-2020_XOCHITLGOMEZ-1.PDF
345-1-287-63,2020-05-07,AD117/2020,"


SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.ELPUNTERO.COM.MX  , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD117-2020_XOCHITL_GARCIA_GOMEZ.PDF,,101500.00,101500.00,2020-04-23,2020-06-30,F8F5,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD117-2020_XOCHITLGOMEZ-2.PDF
346-1-288-44,2020-05-05,AD118/2020,"SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.ENTRELINEAS.COM.MX , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD118-2020_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS_.PDF,,839100.00,839100.00,2020-04-23,2020-06-30,-276,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD118-2020-CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS_S.A._DE_C.V.-1.PDF
347-1-289-98,2020-05-07,AD119/2020,"SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.ELDEFORMA.COM , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD119-2020_NOW_NEW_MEDIA_SAPI_DE_CV.PDF,,320000.00,320000.00,2020-04-23,2020-06-30,1243,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD119-2020_NOWNEWMEDIA.PDF
348-1-270-52,2020-04-17,AD052/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE MULTIMEDIOS, VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD052-2020_MULTIMEDIOS_RADIO_SA_DE_CV.PDF,,957858.01,957858.01,2020-04-02,2020-06-30,85198,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD052-2020_MULTIMEDIOSRADIO-1.PDF
349-1-270-52,2020-04-17,AD052/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE MULTIMEDIOS, VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD052-2020_MULTIMEDIOS_RADIO_SA_DE_CV.PDF,,642620.00,642620.00,2020-04-02,2020-06-30,84530,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD052-2020MULTIMEDIOSRADIO-2.PDF
35-1-114-56,2019-03-15,AD116/19,"Spot en radio  de campañas en palabra propia
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_116-19.PDF,,120248.15,120248.15,2019-03-15,2019-06-30,308,https://www.sindicatura.mx/publicidad-abierta/data/facturas/73-NUEVA_LINEA_COMUNICACION_S.C..PDF
350-1-271-15,2020-04-17,AD053/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE XHES 102.5 FM, VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD053-2020_RADIO_IMPULSORA_.PDF,,380329.79,380329.79,2020-04-02,2020-06-30,"A 2455",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD053-2020RADIOIMPULSORA2441-1.PDF
351-1-291-34,2020-05-07,AD120/2020,"SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.NOTICIASALDIA.COM.MX , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD120-2020_HECTOR_BERNAL_AMEZCUA.PDF,,40080.00,40080.00,2020-04-23,2020-06-30,34-,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD120-2020_HECTORMANUELBERNAL-1.PDF
352-1-271-15,2020-04-17,AD053/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE XHES 102.5 FM, VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD053-2020_RADIO_IMPULSORA_.PDF,,255499.86,255499.86,2020-04-02,2020-06-30,"A 2441",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD053-2020RADIOIMPULSORA2441-2.PDF
353-1-291-34,2020-05-07,AD120/2020,"SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.NOTICIASALDIA.COM.MX , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD120-2020_HECTOR_BERNAL_AMEZCUA.PDF,,34800.00,34800.00,2020-04-23,2020-06-30,32-,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD-120-2020_HECTORMANUELBERNAL-2.PDF
354-1-292-65,2020-05-07,AD121/2020,"


SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.PAUSA.MX , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD121-2020_CONSORCIO_EMPRESARIAL_ADP_SAPI_DE_CV_.PDF,,50112.00,50112.00,2020-04-23,2020-06-30,406,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD121-2020-CONSORCIO_EMPRESARIAL_ADPL_S.A.P.I._DE_C.V.-1.PDF
355-1-279-25,2020-04-17,AD054/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE XHHES 94.1 FM, VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD054-2020_FRANCISCO_ALVAREZ_ITUARTE.PDF,,152197.08,152197.08,2020-04-02,2020-06-30,B85C,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD054-2020FRANCISCOALVAREZ_2-1.PDF
356-1-292-65,2020-05-07,AD121/2020,"


SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LA PÁGINA WWW.PAUSA.MX , PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD121-2020_CONSORCIO_EMPRESARIAL_ADP_SAPI_DE_CV_.PDF,,19008.00,19008.00,2020-04-23,2020-06-30,410,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD121-2020-CONSORCIO_EMPRESARIAL_ADPL_S.A.P.I._DE_C.V.-2.PDF
357-1-279-25,2020-04-17,AD054/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE XHHES 94.1 FM, VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD054-2020_FRANCISCO_ALVAREZ_ITUARTE.PDF,,101220.00,101220.00,2020-04-02,2020-06-30,CBAF,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD054-2020FRANCISCOALVAREZ_2-2.PDF
358-1-293-102,2020-05-07,AD123/2020,"


SERVICIO DE PUBLICACIONES OFICIALES PARA DIFUSIÓN E INFORMACIÓN EN MATERIA COMERCIAL DIGITAL VÍA ORDEN DE BANNER EN LOS DIVERSOS PERIÓDICOS Y PÁGINAS WEB, ESPECÍFICAMENTE EN LAS PÁGINAS QUE A CONTINUACIÓN SE DETALLAN, PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL: WWW.EXPANSION.MX, WWW.POLITICA.EXPANSION.MX, WWW.QUIEN.COM Y WWW.LIFEANDSTYLE.MX



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD123-2020_EXPANSION_SA_DE_CV.PDF,,400000.00,400000.00,2020-04-23,2020-06-30,GE49281,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD0123-2020_EXPANSION.PDF
