#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
99,"Adjudicación directa","Monito, Análisis y Monitoreo de Medios, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD115/19,"Monitoreo medios de comunicación. ","Servicio de Monitoreo en tiempo real de medio de publicaciones en medios impresos, digitales, radio, televisión a través de un sistema digital con recurso de alertas, para así poder tener una adecuada medición al desempeño del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 348,000.00",$0.00,"$ 348,000.00","$ 348,000.00",AD_115-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
100,"Adjudicación directa","Nueva Línea Comunicación, S.C.",2019,enero-marzo,Chihuahua,Chihuahua,AD116/19,"Publicidad radiofónica.","Servicio de publicidad en radio a través del Programa ""Palabra Propia"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 170,500.00",$0.00,"$ 170,500.00","$ 170,297.38",AD_116-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin Comentarios",Activo
101,"Adjudicación directa","NN NUESTRAS NOTICIAS",2019,enero-marzo,Chihuahua,Chihuahua,AD117/19,"Publicidad radiofónica.","Servicio de publicidad en radio a través del Programa ""NN Nuestras Noticias"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 181,000.00",$0.00,"$ 181,000.00","$ 180,717.90",AD_117-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
102,"Adjudicación directa","Merboca, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD120/19,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Voz en Red"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 232,000.00",$0.00,"$ 232,000.00","$ 232,000.00",AD_120-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios",Activo
103,"Adjudicación directa","Consultores en Comunicación y Medios Masivos, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD121/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.entrelineas.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 723,360.00",$0.00,"$ 723,360.00","$ 721,300.22",AD_121-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios",Activo
104,"Adjudicación directa","Tolk MX, S. de R.L. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD122/19,"Monitoreo medios de comunicación .","Servicio Profesional de análisis de la conversación digital y medición de audiencias en las distintas redes sociales y plataformas digitales del Gobierno Municipal, para así poder tener una adecuada medición al desempeño del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",15.03.2019,15.03.2019,30.06.2019,"$ 850,000.00",$0.00,"$ 850,000.00","$ 849,450.00",AD_122-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
105,"Adjudicación directa","Comercializadora Imation, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD123/19,"Publicidad exterior.","Arrendamiento de espacios Unipolares Contando con Servicio de impresión, montaje, retiro del material, en diversos puntos de la ciudad para la adecuada comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 800,000.00",$0.00,"$ 800,000.00","$ 791,700.00",AD_123-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios",Activo
106,"Adjudicación directa","ASERTO RADIO",2019,enero-marzo,Chihuahua,Chihuahua,AD125/19,"Publicidad de radio. ","Servicio de publicidad en radio a través del Programa ""Aserto"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 100,250.00",$0.00,"$ 100,250.00","$ 99,958.53",AD_125-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
107,"Adjudicación directa","Periodismo Referente, S. de R.L. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD127/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.referente.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 310,000.00",$0.00,"$ 310,000.00","$ 310,000.00",AD_127-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
108,"Adjudicación directa",www.elpuntero.com.mx,2019,enero-marzo,Chihuahua,Chihuahua,AD128/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elpuntero.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 191,425.00",$0.00,"$ 191,425.00","$ 190,000.00",AD_128-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
109,"Adjudicación directa","""Plan de vuelo"", Radio 102.5 FM",2019,enero-marzo,Chihuahua,Chihuahua,AD129/19,"Publicidad radiofónica.","Servicio de publicidad en radio a través del Programa ""Plan de vuelo"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 167,600.00",$0.00,"$ 167,600.00","$ 167,400.00",AD_129-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
110,"Adjudicación directa","Programa CONTRASTE",2019,enero-marzo,Chihuahua,Chihuahua,AD130/19,"Publicidad radiofónica.","Servicio de publicidad en radio a través del Programa ""Contraste"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 112,000.00",$0.00,"$ 112,000.00","$ 111,996.44",AD_130-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
111,"Adjudicación directa","Cazonci Editores, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD131/19,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Alcaldes de México"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 120,000.00",$0.00,"$ 120,000.00","$ 120,000.00",AD_131-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
112,"Adjudicación directa","""Expectativa Noticias""",2019,enero-marzo,Chihuahua,Chihuahua,AD132/19,"Publicidad en televisión.","Servicio de publicidad en televisión a través del programa ""Expectativa Noticias"" via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 191,500.00",$0.00,"$ 191,500.00","$ 191,400.00",AD_132-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
113,"Adjudicación directa","Radio América de México, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD133/19,"Publicidad radiofónica.","Servicio de publicidad en radio a través del Programa ""Radio Formula XHV101.7"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 280,000.00",$0.00,"$ 280,000.00","$ 279,629.60",AD_133-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
114,"Adjudicación directa","TREINTA Y UNO MAS UNO SC",2019,enero-marzo,Chihuahua,Chihuahua,AD134/19,"Publicidad medios digitales.","Servicio de publicidad en diversas plataformas digitales, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 750,000.00",$0.00,"$ 750,000.00","$ 749,999.99","No hay archivo",Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
115,"Adjudicación directa",noticiasaldia.com.mx,2019,enero-marzo,Chihuahua,Chihuahua,AD136/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.noticiasaldia.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",15.03.2019,15.03.2019,30.06.2019,"$ 62,400.00",$0.00,"$ 62,400.00","$ 61,600.00",AD_136-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios",Activo
116,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD137/19,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en el periodico ""El Diario de Chihuahua"" , para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 400,000.00",$0.00,"$ 400,000.00","$ 400,000.00",AD_137-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
117,"Adjudicación directa","Comercializadora Tosgon, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD144/19,"Publicidad radiofónica","Servicio de publicidad en radio a través del Programa ""Radio Formula XHUA love 90.1 F.M."", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 240,000.00",$0.00,"$ 240,000.00","$ 239,702.40",AD_144-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
118,"Adjudicación directa","Promotora de Radio de Chihuahua, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD146/19,"Publicidad radiofónica.","Servicio de publicidad en radio a través del Programa Estereo Vida, XHHES 94.1 F.M., ArrobaXHDI 88.5, la poderosa XHFA 89.3 y Estereo Meixcana 96.5 F.M."", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 800,000.00",$0.00,"$ 800,000.00","$ 799,959.20",AD_146-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
119,"Adjudicación directa","Periódicos Digitales de Chihuahua, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD150/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.chihuahuanoticias.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 96,000.00",$0.00,"$ 96,000.00","$ 95,999.88",AD_150-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
120,"Adjudicación directa","Porlalibre, S.A. de C.V.",2019,enero-marzo,Chihuahua,Chihuahua,AD152/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.porlalibre.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",15.03.2019,15.03.2019,30.06.2019,"$ 240,000.00",$0.00,"$ 240,000.00","$ 240,000.00","No hay archivo",Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
